Tweet,Message,Match,Polarity
1572, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
1573, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1574, Shodeinde oluwafemi Emmanuel Tai solarin university of education Political science Account name  shodei,NONE,neutral
1575, RT    Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more money  and pu,NONE,neutral
1576, Reminder  MA in Educational Technology  amp  Media Leadership and or Teacher Librarian Services Credential Fall 2020 d,fall,negative
1577, It s huge it s really really huge   They blew up stuff   They ruined Toronto s environment started   over   Never a,ruined,negative
1578, When I worked in higher education  I was on my university s Pandemic Preparedness committee    in 2012,worked,positive
1579, RT          Alberta  The safest number to congregate in is one  Not 50  not 10  it s one   said Warner   Unti,NONE,neutral
1580, RT   Moglica       From  Toronto  I send my warmest thoughts  prayers and good wishes to the Rt Hon   the Prime Minister of,good,positive
1581, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1582, RT    Congratulations to Emily McCardell  She committed to Southern Illinois University Edwardsville where she will earn a B S,congratulations,positive
1583, Extreme Comfort   Audrey Pink        mycuratedaesthetic  myeclecticstyle  anthropologie,comfort,positive
1584, Employment and Social Development Canada  ESDC  developed this Guidance for Employers of Temporary Foreign Workers,guidance,positive
1585, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1586, This can be dangerous and expensive for  Canada  Should learn from  TabhleegiJamaat incident where thousan,"dangerous,expensive",negative
1587, Canadian Military Helicopter on duty in Toronto    Toronto  Ontario  Canada  CanadianMilitary  CanadianAirforce,NONE,neutral
1588, RT   ATHLETICS  Congratulations to Alexa Day on her commitment to continue her education at James Madison University   Alexa is one of,"congratulations,commitment",positive
1589, Mr  President I would ask you to reconsider and please send mask and gowns to Canada they are in,NONE,neutral
1590, WE Schools   home virtual program launched to support student learning across Canada      Education,support,positive
1591, RT   cou  Hey guys remember when the founders of generic drug maker Apotex  Barry and Honey Sherman were found murdered in their h,NONE,neutral
1592, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1593, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1594, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1595, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1596, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1597, RT   State  PSU mourns the passing of Arlene Schnitzer  whose generosity of spirit left the world a better place   Her dedication t,"generosity,better",positive
1598, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
1599, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
1600, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1601, RT   Moglica       From  Toronto  I send my warmest thoughts  prayers and good wishes to the Rt Hon   the Prime Minister of,good,positive
1602, RT    UK News  COVID19PhD  CovidHigherEd   Hundreds of university staff on precarious contracts have been dismissed by their e,precarious,negative
1603, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1604, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1605, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1606, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
1607, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1608, Even when you go to Canada there s no where Toronto,NONE,neutral
1609, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1610, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1611, RT   vanreg  I m excited to announce I have signed my letter of intent to further my education and play basketball at Dakota Wesleyan U,excited,positive
1612, RT    Canada has surpassed 300 Covid 19 deaths today   The USA has surpassed 10 000 deaths today   TeamTrudeau receives no credi,NONE,neutral
1613, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
1614, Now Playing PLAZA  Toronto  Canada    Personal bringing you the best music from around the globe  OMWR,best,positive
1615, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1616, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1617, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
1618, RT    The Kenney government is lying to Albertans when they say they had  no choice  by to cut 25 000 education workers  say two,lying,negative
1619, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
1620, The Toronto Falling  Star keeps on falling and failing   I guess the Liberal Party of Canad,"falling,failing",negative
1621, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1622, RT    Here s how to apply for the new federal COVID 19 benefits program  The portal opens Monday morning,benefits,positive
1623, Nothing further to add         500K protective masks held up by U S  at border to be released  Ontario   via,protective,positive
1624, RT    Activist  Author  amp  Order of Canada recipient Pat Capponi reading    Jami Mosque 9 11  4  2     From Joe Fiorito s poetry book,NONE,neutral
1625, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
1626, We urge our members to register with   for their undergrad course which aims at making the best out of your,best,positive
1627, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1628, See our latest Edmond  OK Education job opportunity and click the link in our bio to apply  Computer Science   Full,NONE,neutral
1629, I m ready to take that test for citizenship in Canada  Toronto is a bit of me,ready,positive
1630, From  Toronto  I send my warmest thoughts  prayers and good wishes to the Rt Hon   the Prime Minis,good,positive
1631, RT    So grateful that in 1958 my dad  who had option of coming to Canada or the US  chose Canada  Every day I am truly more grat,grateful,positive
1632, RT    Sr  Practice Manager  Amazon Web Services Canada in  Toronto   Ontario  Apply here    cfmjobs  hirin,NONE,neutral
1633, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1634, RT    From the  ICU in  Toronto     Canada   Better start developing that  mild moderate     treatment   strategy because when you,better,positive
1635, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1636, RT    National Defence said the public can expect to see a larger number of military vehicles and staff on  GTA roadways star,NONE,neutral
1637, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1638, Congrats to finalists in the CAJ Awards ENVIRONMENTAL AND CLIMATE CHANGE category  Charlotte Morritt Jacobs  APTN N,awards,positive
1639, RT   godwin  Note to    you are cancelled  I will not listen read or consider the NP to be supportive of Canada and our gov,supportive,positive
1640, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1641, RT    The idea of Basic Income has come up again in Canada  My niece advocated for it and helped research it a few years back whe,"advocated,helped",positive
1642, For God sake  hec stop making nonsense and stupid decisions for University students we did not pay h,"nonsense,stupid",negative
1643, RT    We re excited to announce that now through August 31  2020  university  amp  college students ages 18  amp  over can have free access to,"excited,free",positive
1644, RT     IslamExposed  Soldier of Allah Bludgeons Old Chinese Lady to Death in Toronto      Canada      Toront,death,negative
1645, RT                 Thank God for CANADA,thank,positive
1646, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
1647, RT      The highest numbers of  COVID19 cases in  Canada are    Toronto   Ottawa   Vancouver and  Montreal     exactly where the,NONE,neutral
1648, drew        He say  Even when you go to Canada you will see there is no where To Run To  Toronto    that s an actual bar,NONE,neutral
1649, RT    Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I am v,humble,positive
1650, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1651, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1652, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
1653, RT   Kareem   viruses everywhere   even when you go to canada  you ll find out there s no where toronto    Josh2funny 2020,NONE,neutral
1654, RT   ATHLETICS  Congratulations to Alexa Day on her commitment to continue her education at James Madison University   Alexa is one of,"congratulations,commitment",positive
1655, RT     Being home isn t always the safest place for women    Last week we heard from Shelley Nicholls at    on women s,NONE,neutral
1656, RT Via     RT Via       Educational ecosystems fo,NONE,neutral
1657, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1658, Please follow as I will follow back  Fan of   CBS  from Toronto  Canada,NONE,neutral
1659, ON AIR  NowPlaying Machete Records   Too Late Riddim Mix on   Live from Toronto  Canada to th,NONE,neutral
1660, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1661, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1662, RT    Sr  Practice Manager  Amazon Web Services Canada in  Toronto   Ontario  Apply here    cfmjobs  hirin,NONE,neutral
1663, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
1664, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1665, Sick woman pleads for expanded testing in Ontario after parents test positive for  COVID19   CBC News,NONE,neutral
1666, asbell My 6yo  gifted   multiple diagnoses  needed 2 3 trained teachers  amp  or assistants at a time and I stil,gifted,positive
1667, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1668, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
1669, RT    Heartland Community College and Illinois Wesleyan University summer classes will take place online only  because of uncerta,NONE,neutral
1670, canada   Elvis  But then again  he played 3 dates in Canada  April 2 Toronto  Apri,NONE,neutral
1671, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1672, RT    Federal COVID 19 benefits program portal opens today  Here s how to apply based on an applicant s month of birth   CBC N,benefits,positive
1673, RT    Gigi  a registered nurse  returned from work exhausted to the tiny room she was renting in a Toronto home last Monday nigh,NONE,neutral
1674, Morning Hwy 401 West Commute Toronto    YouTube       Instagram,NONE,neutral
1675, RT    I m looking for anyone who was on board China Southern Airlines flight CZ311 from Guangzhou to Toronto on January 22    AK,NONE,neutral
1676, RT    ECHOES OF WALKERTON      From April 2019   Public health spending cut in Ontario called  huge step backwards          F,NONE,neutral
1677, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
1678, Sr  Practice Manager  Amazon Web Services Canada in  Toronto   Ontario  Apply here    cfmjobs,NONE,neutral
1679, Walmart is a U S  based business  so  They put all traditional Canadian stores out of business  Now look where we a,NONE,neutral
1680, Please follow as I will follow back  Fan from Toronto  Canada,NONE,neutral
1681, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
1682, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1683, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1684, Canada s top doctor changes recommendation on non medical masks   Canada  CanadaCovid19  COVID19,"top,recommendation",positive
1685, I believe university education made economists   god had nothing to do with it  You are a  covidiot li,NONE,neutral
1686, RT    In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronavirus to other,top,positive
1687, RT      The highest numbers of  COVID19 cases in  Canada are    Toronto   Ottawa   Vancouver and  Montreal     exactly where the,NONE,neutral
1688, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1689, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1690, RT     Despite this support  Postmedia and Torstar  Canada s largest producers of daily newspapers  are in dire financial straits,NONE,neutral
1691, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
1692, RT     Canada now has a regulated Bitcoin Fund traded on the Toronto Stock Exchange  QBTC U       and the   corp team,NONE,neutral
1693, The store is now shutdown for deep cleaning      canada  canadian  news,NONE,neutral
1694, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1695, Dear Walmart  is this rumours,rumours,negative
1696, RT    The idea of Basic Income has come up again in Canada  My niece advocated for it and helped research it a few years back whe,"advocated,helped",positive
1697, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1698, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1699, RT     Montana State University still owns almost twice as much land as Idaho does  taken from the Blackfeet  Crow  Salish and Koo,NONE,neutral
1700, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1701, RT    Here s how to apply,NONE,neutral
1702, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1703, credlin  outsiders  pmlive   MP The University of Souther,NONE,neutral
1704, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1705, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1706, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1707, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1708, B nai Brith Canada running emergency food drive to make sure those in need in Jewish community have access to food,emergency,negative
1709, RT    Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more money  and pu,NONE,neutral
1710, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1711, RT    The idea of Basic Income has come up again in Canada  My niece advocated for it and helped research it a few years back whe,"advocated,helped",positive
1712, RT     Montana State University still owns almost twice as much land as Idaho does  taken from the Blackfeet  Crow  Salish and Koo,NONE,neutral
1713, RT   vanreg  I m excited to announce I have signed my letter of intent to further my education and play basketball at Dakota Wesleyan U,excited,positive
1714, RT    BREAKING  Ontario has one week s worth of critical personal protective equipment stockpiled  Premier Doug Ford said Monday,"worth,protective,premier",positive
1715, Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more mon,NONE,neutral
1716, RT    In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronavirus to other,top,positive
1717, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1718, pem pem You mean  like Bernie s wife    In 1996  she earned a doctorate in leadership studies in politics and edu,like,positive
1719, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
1720, RT    A senior at Eastern Kentucky University  majoring in deaf education  has created innovative new face masks ideal for th,"innovative,ideal",positive
1721, RT    In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronavirus to other,top,positive
1722, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
1723, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1724, RT    BREAKING  Ontario hospitals have just  roughly a one week supply  of personal protective equipment  says a statement fro,NONE,neutral
1725, RT    Lancaster University asks for rent from students who have moved out of accommodation due to Covid 19,NONE,neutral
1726, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1727, RT    We ought to draw a distinction between those conferred with university degrees  certificate of compliance  and those who,distinction,positive
1728, pem pem Um  did you get your education at Trump university  She has an earned title    period,trump,positive
1729, RT    Toronto Mayor John Tory is asking everyone to celebrate Easter and Passover at home with family and friends they live with,celebrate,positive
1730, HaveYourSay   In Toronto A nurse came home to an eviction  notice  amp  the police because the rest of the,NONE,neutral
1731, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1732, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1733, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1734, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1735, RT    If applying by phone for the emergency response benefits  Canadians can call the toll free line at 1 800 959 2019,NONE,neutral
1736, UW Madison projected lose  100 million thanks to  Covid 19  and this is the OPTIMISTIC version  with everything  ba,NONE,neutral
1737, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1738, RT    Media Law Professor at California State University  Jon Pfeiffer  says that it would be impossible for adjunct professors,impossible,negative
1739, RT    COVID 19  Nile University Transits to Virtual Learning Education  Read,NONE,neutral
1740, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
1741, Lancaster University asks for rent from students who have moved out of accommodation due to Covid 19,NONE,neutral
1742, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1743, 32 people have died of COVID 19 in Toronto  city health officials report,died,negative
1744, Even in Canada there is nowhere Toronto  I died,died,negative
1745, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1746, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1747, My parents are considering Canada  This is serious  I know MANY who don t support him but the un,support,positive
1748, RT    In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronavirus to other,top,positive
1749, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1750, not to make the same tweet twice but is University of Toronto Toronto a good place  I also know nothing about it,good,positive
1751, credlin  outsiders  pmlive   MP Yes  I agree the Universi,NONE,neutral
1752, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1753, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1754, Think Like a Historian  The Battle of Vimy Ridge   Historica Canada Education Portal,like,positive
1755, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1756, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1757, COVID 19  Nile University Transits to Virtual Learning Education  Read,NONE,neutral
1758, COVID 19  American University of Nigeria  AUN  Transits to Virtual Learning Education for Remainder of Spring 2020,NONE,neutral
1759, Oregon Home Builders Association   has developed a COVID 19 safety class available to contractors through,available,positive
1760, RT     Canada now has a regulated Bitcoin Fund traded on the Toronto Stock Exchange  QBTC U       and the   corp team,NONE,neutral
1761, RT    The Kenney government is lying to Albertans when they say they had  no choice  by to cut 25 000 education workers  say two,lying,negative
1762, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1763, COVID 19  Nile University Transits to Virtual Learning Education  Read,NONE,neutral
1764, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1765, RT    Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I am v,humble,positive
1766, COVID 19  American University of Nigeria  AUN  Transits to Virtual Learning Education for Remainder of Spring 2020,NONE,neutral
1767, RT    Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I am v,humble,positive
1768, RT    Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I am v,humble,positive
1769, We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Can,strong,positive
1770, We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Can,strong,positive
1771, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
1772, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1773, Zoom s   responds to University of Toronto s Citizen Lab report on Zoom encryption and meetings connecting,NONE,neutral
1774, RT    I always tell people to research the Rockefeller family  their Foundation and University etc   They created the pharmaceutic,NONE,neutral
1775, RT    In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronavirus to other,top,positive
1776, In an about face  Canada s top doctor says wearing a non medical face mask might help you from spreading coronaviru,top,positive
1777, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1778, RT    NEW  President Miaoulis says the university is carefully reviewing the CARES Act in terms of how it can provide support,support,positive
1779, Heartland Community College and Illinois Wesleyan University summer classes will take place online only  because of,NONE,neutral
1780, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
1781, RT     Billionaire pharmaceutical co  founder Barry  amp  his wife Honey Sherman were murdered in their Toronto home on Dec  15  2017,NONE,neutral
1782, RT    Thank you for admittance ECPI University   I am excited to continue my education in Digital Forensics,"thank,excited",positive
1783, RT    Toronto Mayor John Tory is asking everyone to celebrate Easter and Passover at home with family and friends they live with,celebrate,positive
1784, RT    Troops  vehicles to move through the Toronto area to CFB Borden for anti coronavirus fight  Covid19  CAF  Army,NONE,neutral
1785, Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I,humble,positive
1786, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1787, RT     PART 2 COMING SOON  SEASON ONE  OUT NOW          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomT,NONE,neutral
1788, RT     NEW EPISODES EVERY TUESDAY          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo,NONE,neutral
1789, How rural Alberta teachers are educating students who don t have internet and computers,NONE,neutral
1790, RT     NEW EPISODES TUESDAYS   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo  US  A,NONE,neutral
1791, Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I,humble,positive
1792, RT    A research report by Bill Marczak and John Scott Railton from the University of Toronto s Citizen Lab highlighted seve,NONE,neutral
1793, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
1794, RT     NEW EPISODES EVERY TUESDAY   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo,NONE,neutral
1795, RT     NEW EPISODES TUESDAYS   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo  US  A,NONE,neutral
1796, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1797, Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I,humble,positive
1798, RT    Hundreds of university staff made redundant due to coronavirus,redundant,negative
1799, NEW  President Miaoulis says the university is carefully reviewing the CARES Act in terms of how it can provide sup,NONE,neutral
1800, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1801, RT   vanreg  I m excited to announce I have signed my letter of intent to further my education and play basketball at Dakota Wesleyan U,excited,positive
1802, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
1803, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1804, RT    The Alberta Government just provided a  1 billion loan and over  4 billion in loan guarantees to TC Energy to build the K,NONE,neutral
1805, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
1806, RT    Here is an amazing ressource by  Team Canada    quipe Canada  The Canadian Olympic School Program offers a FREE educational acti,"amazing,free",positive
1807, RT    Toronto Mayor John Tory is asking everyone to celebrate Easter and Passover at home with family and friends they live with,celebrate,positive
1808, XRP While it s arguable that universities have become prof,NONE,neutral
1809, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
1810, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1811, RT     Senior Spotlight  Gracie Chapman is the daughter of Jason and Sarah Chapman  Her favorite tennis memory is winning se,"favorite,winning",positive
1812, The American people want to hear from individuals with knowledge and professional experience in their field  not an,NONE,neutral
1813, ahh Daniel is no longer in Canada to practice his progressive activism  Now he is a paid provocateur,progressive,positive
1814, RT   Kareem   viruses everywhere   even when you go to canada  you ll find out there s no where toronto    Josh2funny 2020,NONE,neutral
1815, Hoping everyone is staying safe  From Toronto Canada     Covid 19,safe,positive
1816, RT                 Thank God for CANADA,thank,positive
1817, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1818, ebuka Lmao    I legit watched this over and over again   even in  Canada there s no where  Toronto,NONE,neutral
1819, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1820, rocked Toronto  Ontario    Canada 26 years ago    This show s   rating is  3 7500   Listen to this,NONE,neutral
1821, RT    I always tell people to research the Rockefeller family  their Foundation and University etc   They created the pharmaceutic,NONE,neutral
1822, When josh2funny said  no where is safe  even if you go to Canada there is no where to run to  Toronto   I felt it in my pelvic girdle,safe,positive
1823, RT        is a Latina founded at Texas Tech University  An organization dedicated to community service to institutions of higher,dedicated,positive
1824, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1825, RT     UCDSB Director of Education Stephen Sliwa spoke with   today about what Phase 2 of distance learning looks in the UCDSB,NONE,neutral
1826, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
1827, RT    Extra ventilators arrive at Ontario hospitals   CBC News,NONE,neutral
1828, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
1829, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
1830, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1831, even when you go to Canada  they re nowhere Toronto         Nah thst has made my day,NONE,neutral
1832, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
1833, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1834, Won 20 bucks on lotto max Friday  Buy ticket  singular  online now  No going to 7 11 anymore   COVID19  canada  toronto,won,positive
1835, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
